part_id,panel_id,presence_work,presence_school,educational_attainment,region_nuts1,occupation,primary_vaccination_cycle,indirect_contacts
1581,1581,Remote work,,Bachelor or above,South,Employed,Yes,2
1582,1582,In-person work,,Upper Secondary,North-West,Employed,Yes,10
1583,1583,In-person work,,Bachelor or above,South,Employed,No,2
1584,1584,,,Lower Secondary or below,North-East,Home/family care,Yes,2
1585,1585,Remote work,,Upper Secondary,Centre,Employed,Yes,2
1586,1586,In-person work,,Lower Secondary or below,Centre,Employed,No,3
1587,1587,No work,,Upper Secondary,South,Employed,Yes,1
1588,1588,In-person work,,Upper Secondary,Centre,Employed,Yes,0
1589,1589,In-person work,,Upper Secondary,North-West,Employed,Yes,3
1590,1590,In-person work,,Upper Secondary,North-West,Employed,Yes,1
1591,1591,In-person work,,Bachelor or above,Centre,Employed,Yes,3
1592,1592,,,Lower Secondary or below,North-West,Retired,Yes,0
1593,1593,,,Upper Secondary,North-East,Retired,No,1
1594,1594,In-person work,Remote attendance,Bachelor or above,North-East,Student,Yes,0
1595,1595,In-person work,,Upper Secondary,Centre,Employed,Yes,1
1596,1596,,,Upper Secondary,North-East,Retired,Yes,4
1597,1597,In-person work,,Upper Secondary,Islands,Employed,Yes,1
1598,1598,,,Bachelor or above,Islands,Inactive,Yes,2
1599,1599,,,Lower Secondary or below,South,Retired,Yes,3
1600,1600,Remote work,,Lower Secondary or below,North-West,Employed,Yes,0
1601,1601,,,Upper Secondary,South,Home/family care,Yes,0
1602,1602,,,Lower Secondary or below,North-West,Inactive,Yes,3
1603,1603,,,Upper Secondary,North-East,Inactive,Yes,5
1604,1604,In-person work,,Upper Secondary,Centre,Employed,Yes,1
1605,1605,,,Upper Secondary,South,Home/family care,Yes,0
1606,1606,In-person work,,Upper Secondary,Centre,Employed,Yes,2
1607,1607,Remote work,,Bachelor or above,North-East,Employed,Yes,2
1608,1608,,,Upper Secondary,South,Home/family care,Yes,2
1609,1609,In-person work,,Upper Secondary,Islands,Employed,Yes,6
1610,1610,In-person work,,Bachelor or above,Centre,Employed,Yes,1
1611,1611,In-person work,,Bachelor or above,Centre,Employed,Yes,2
1612,1612,No work,,Lower Secondary or below,North-East,Employed,Yes,0
1613,1613,,,Upper Secondary,South,Home/family care,Yes,2
1614,1614,,,Upper Secondary,South,Home/family care,Yes,2
1615,1615,In-person work,,Upper Secondary,South,Employed,Yes,3
1616,1616,No work,,Upper Secondary,South,Employed,No,1
1617,1617,In-person work,,Bachelor or above,North-West,Employed,Yes,30
1618,1618,In-person work,,Bachelor or above,North-West,Employed,Yes,20
1619,1619,In-person work,,Upper Secondary,North-West,Employed,Yes,5
1620,1620,In-person work,,Bachelor or above,North-West,Employed,Yes,5
1621,1621,In-person work,,Bachelor or above,North-West,Employed,Yes,0
1622,1622,In-person work,,Bachelor or above,South,Employed,Yes,3
1623,1623,,,Upper Secondary,Centre,Inactive,Yes,1
1624,1624,Remote work,,Bachelor or above,North-West,Employed,Yes,3
1625,1625,,,Bachelor or above,North-West,Home/family care,No,0
1626,1626,In-person work,,Bachelor or above,North-West,Employed,Yes,7
1627,1627,,,Upper Secondary,Centre,Retired,Yes,15
1628,1628,,,Upper Secondary,North-West,Retired,Yes,0
1629,1629,In-person work,,Upper Secondary,North-West,Employed,Yes,20
1630,1630,,,Bachelor or above,North-West,Retired,Yes,1
1631,1631,No work,,Upper Secondary,Centre,Employed,Yes,1
1632,1632,,,Lower Secondary or below,North-West,Inactive,Yes,2
1633,1633,In-person work,,Bachelor or above,North-West,Employed,Yes,3
1634,1634,In-person work,,Bachelor or above,Centre,Employed,Yes,20
1635,1635,,,Lower Secondary or below,North-West,Home/family care,Yes,7
1636,1636,Remote work,,Bachelor or above,South,Employed,Yes,3
1637,1637,,,Upper Secondary,Islands,Retired,Yes,3
1638,1638,,,Upper Secondary,North-West,Inactive,Yes,1
1639,1639,,,Lower Secondary or below,North-West,Inactive,Yes,0
1640,1640,In-person work,,Bachelor or above,Centre,Employed,Yes,1
1641,1641,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,6
1642,1642,In-person work,,Upper Secondary,North-West,Employed,Yes,15
1643,1643,,,Upper Secondary,Islands,Inactive,Yes,1
1644,1644,,,Upper Secondary,North-East,Retired,Yes,1
1645,1645,Remote work,,Bachelor or above,North-West,Employed,Yes,6
1646,1646,Remote work,,Upper Secondary,South,Employed,Yes,2
1647,1647,,,Upper Secondary,North-East,Retired,Yes,2
1648,1648,Remote work,,Upper Secondary,Centre,Employed,Yes,10
1649,1649,,,Lower Secondary or below,Centre,Retired,Yes,1
1650,1650,,,Bachelor or above,Centre,Retired,Yes,3
1651,1651,In-person work,,Upper Secondary,Centre,Employed,Yes,1
1652,1652,In-person work,,Upper Secondary,North-East,Employed,No,20
1653,1653,,,Upper Secondary,North-West,Retired,Yes,0
1654,1654,,,Lower Secondary or below,South,Home/family care,Yes,0
1655,1655,In-person work,,Bachelor or above,South,Employed,Yes,20
1656,1656,,,Upper Secondary,North-East,Retired,Yes,2
1657,1657,,,Upper Secondary,North-West,Home/family care,Yes,5
1658,1658,,,Upper Secondary,Centre,Inactive,Yes,2
1659,1659,,,Lower Secondary or below,North-West,Retired,Yes,2
1660,1660,,No attendance,Upper Secondary,South,Student,Yes,0
1661,1661,In-person work,,Bachelor or above,South,Employed,Yes,6
1662,1662,In-person work,,Bachelor or above,Centre,Employed,Yes,5
1663,1663,,,Upper Secondary,Centre,Retired,Yes,0
1664,1664,Remote work,,Bachelor or above,North-West,Employed,Yes,0
1665,1665,In-person work,,Bachelor or above,Islands,Employed,Yes,5
1666,1666,In-person work,,Upper Secondary,North-West,Employed,Yes,1
1667,1667,,In-person attendance,Upper Secondary,South,Student,Yes,5
1668,1668,In-person work,,Upper Secondary,Centre,Employed,Yes,0
1669,1669,In-person work,,Upper Secondary,Centre,Employed,Yes,4
1670,1670,,,Lower Secondary or below,South,Home/family care,Yes,5
1671,1671,,,Lower Secondary or below,North-West,Retired,Yes,90
1672,1672,,,Lower Secondary or below,North-East,Retired,Yes,2
1673,1673,,,Lower Secondary or below,South,Home/family care,Yes,0
1674,1674,,Remote attendance,Bachelor or above,South,Student,Yes,3
1675,1675,,,Upper Secondary,Islands,Home/family care,Yes,4
1676,1676,,,Upper Secondary,North-East,Inactive,No,0
1677,1677,,,Bachelor or above,North-West,Inactive,Yes,10
1678,1678,In-person work,,Upper Secondary,North-West,Employed,Yes,0
1679,1679,In-person work,,Upper Secondary,North-West,Employed,Yes,5
1680,1680,In-person work,,Upper Secondary,South,Employed,Yes,11
1681,1681,,,Bachelor or above,North-West,Home/family care,Yes,3
1682,1682,No work,,Bachelor or above,South,Employed,Yes,10
1683,1683,,,Bachelor or above,North-East,Retired,Yes,1
1684,1684,,,Upper Secondary,South,Inactive,Yes,1
1685,1685,In-person work,,Upper Secondary,South,Employed,Yes,2
1686,1686,,,Lower Secondary or below,North-West,Inactive,Yes,2
1687,1687,,,Bachelor or above,South,Inactive,Yes,3
1688,1688,In-person work,,Upper Secondary,North-West,Employed,Yes,3
1689,1689,In-person work,,Bachelor or above,South,Employed,Yes,3
1690,1690,,,Upper Secondary,South,Retired,Yes,3
1691,1691,,,Bachelor or above,Islands,Home/family care,Yes,2
1692,1692,,,Upper Secondary,Islands,Retired,Yes,1
1693,1693,,,Upper Secondary,Islands,Retired,Yes,4
1694,1694,,,Upper Secondary,South,Home/family care,Yes,1
1695,1695,,,Upper Secondary,Centre,Inactive,Yes,2
1696,1696,,,Upper Secondary,Centre,Retired,Yes,5
1697,1697,,,Upper Secondary,Islands,Retired,Yes,0
1698,1698,,,Upper Secondary,South,Retired,Yes,2
1699,1699,In-person work,,Upper Secondary,North-East,Employed,Yes,0
1700,1700,In-person work,,Bachelor or above,Centre,Employed,Yes,2
1701,1701,,,Lower Secondary or below,South,Home/family care,Yes,2
1702,1702,,,Upper Secondary,North-West,Retired,No,1
1703,1703,,,Upper Secondary,North-West,Inactive,Yes,2
1704,1704,In-person work,,Bachelor or above,North-West,Employed,Yes,3
1705,1705,,,Upper Secondary,North-West,Home/family care,Yes,3
1706,1706,,,Upper Secondary,Islands,Retired,Yes,2
1707,1707,In-person work,,Bachelor or above,Islands,Employed,Yes,1
1708,1708,Remote work,,Upper Secondary,North-West,Employed,Yes,5
1709,1709,In-person work,,Bachelor or above,South,Employed,Yes,2
1710,1710,,,Upper Secondary,Centre,Retired,Yes,1
1711,1711,,,Upper Secondary,North-West,Inactive,Yes,1
1712,1712,,,Lower Secondary or below,Centre,Retired,Yes,0
1713,1713,,,Upper Secondary,South,Retired,Yes,3
1714,1714,,,Bachelor or above,Centre,Inactive,Yes,1
1715,1715,,,Upper Secondary,North-East,Retired,Yes,0
1716,1716,,,Bachelor or above,Islands,Retired,Yes,60
1717,1717,,,Bachelor or above,North-East,Retired,Yes,2
1718,1718,Remote work,,Bachelor or above,South,Employed,Yes,2
1719,1719,Remote work,,Bachelor or above,North-West,Employed,Yes,20
1720,1720,,,Upper Secondary,North-East,Retired,Yes,1
1721,1721,,,Lower Secondary or below,Islands,Retired,Yes,0
1722,1722,,,Lower Secondary or below,South,Retired,Yes,0
1723,1723,,,Bachelor or above,South,Retired,Yes,4
1724,1724,,,Bachelor or above,Centre,Retired,Yes,0
1725,1725,In-person work,,Bachelor or above,North-West,Employed,Yes,3
1726,1726,In-person work,,Upper Secondary,Centre,Employed,Yes,1
1727,1727,,In-person attendance,Bachelor or above,North-East,Student,Yes,3
1728,1728,,,Upper Secondary,North-East,Retired,Yes,0
1729,1729,,No attendance,Upper Secondary,South,Student,Yes,3
1730,1730,No work,,Lower Secondary or below,North-East,Employed,Yes,0
1731,1731,,,Upper Secondary,Centre,Retired,Yes,1
1732,1732,,,Upper Secondary,Centre,Retired,No,0
1733,1733,,,Upper Secondary,North-East,Retired,Yes,0
1734,1734,,,Upper Secondary,South,Inactive,Yes,3
1735,1735,,,Upper Secondary,North-West,Retired,Yes,2
1736,1736,,,Upper Secondary,North-West,Retired,Yes,1
1737,1737,,,Lower Secondary or below,Centre,Retired,Yes,1
1738,1738,No work,,Upper Secondary,Centre,Employed,Yes,4
1739,1739,,,Bachelor or above,Centre,Retired,Yes,3
1740,1740,,,Upper Secondary,North-West,Retired,Yes,0
1741,1741,,,Bachelor or above,Centre,Retired,Yes,1
1742,1742,,,Bachelor or above,South,Retired,Yes,1
1743,1743,,,Upper Secondary,South,Retired,Yes,1
1744,1744,Remote work,,Upper Secondary,Islands,Employed,Yes,7
1745,1745,,,Upper Secondary,Centre,Inactive,Yes,2
1746,1746,,,Upper Secondary,North-West,Retired,Yes,0
1747,1747,In-person work,,Bachelor or above,South,Employed,Yes,5
1748,1748,In-person work,,Bachelor or above,Islands,Employed,Yes,1
1749,1749,,,Upper Secondary,South,Retired,Yes,1
1750,1750,,,Upper Secondary,South,Home/family care,No,4
1751,1751,,,Bachelor or above,North-East,Retired,Yes,3
1752,1752,,,Lower Secondary or below,North-West,Retired,Yes,0
1753,1753,In-person work,,Upper Secondary,Centre,Employed,Yes,5
1754,1754,,,Upper Secondary,North-East,Retired,Yes,10
1755,1755,Remote work,,Bachelor or above,North-West,Employed,Yes,1
1756,1756,,,Upper Secondary,South,Retired,Yes,1
1757,1757,In-person work,,Bachelor or above,North-West,Employed,Yes,20
1758,1758,,,Upper Secondary,South,Retired,Yes,3
1759,1759,,,Lower Secondary or below,Centre,Retired,Yes,5
1760,1760,,,Bachelor or above,North-West,Retired,Yes,5
1761,1761,,,Bachelor or above,North-West,Retired,Yes,0
1762,1762,In-person work,,Upper Secondary,North-West,Employed,Yes,8
1763,1763,,No attendance,Bachelor or above,North-East,Student,No,1
1764,1764,,,Upper Secondary,North-West,Home/family care,Yes,2
1765,1765,In-person work,,Bachelor or above,North-East,Employed,Yes,5
1766,1766,,,Upper Secondary,North-East,Retired,Yes,2
1767,1767,In-person work,,Upper Secondary,North-West,Employed,Yes,4
1768,1768,,,Bachelor or above,Centre,Retired,Yes,0
1769,1769,,,Bachelor or above,South,Retired,Yes,2
1770,1770,In-person work,,Upper Secondary,South,Employed,Yes,1
1771,1771,In-person work,,Upper Secondary,North-West,Employed,Yes,4
1772,1772,In-person work,No attendance,Bachelor or above,North-West,Student,Yes,1
1773,1773,,,Lower Secondary or below,North-West,Retired,Yes,0
1774,1774,In-person work,,Bachelor or above,South,Employed,Yes,10
1775,1775,,,Upper Secondary,North-West,Retired,Yes,1
1776,1776,,,Upper Secondary,South,Retired,Yes,1
1777,1777,,,Lower Secondary or below,Centre,Retired,Yes,0
1778,1778,In-person work,Remote attendance,Upper Secondary,North-West,Student,Yes,10
1779,1779,In-person work,,Bachelor or above,North-West,Employed,Yes,2
1780,1780,,,Upper Secondary,North-West,Retired,Yes,2
1781,1781,,,Bachelor or above,North-West,Retired,Yes,1
1782,1782,In-person work,,Bachelor or above,Islands,Employed,Yes,15
1783,1783,,,Upper Secondary,South,Retired,Yes,2
1784,1784,,,Bachelor or above,Islands,Retired,Yes,0
1785,1785,,,Upper Secondary,Centre,Retired,Yes,0
1786,1786,,,Upper Secondary,North-West,Retired,Yes,2
1787,1787,,,Upper Secondary,Centre,Retired,Yes,2
1788,1788,,,Bachelor or above,Centre,Inactive,Yes,3
1789,1789,,,Upper Secondary,Centre,Retired,Yes,20
1790,1790,In-person work,,Upper Secondary,Centre,Employed,Yes,6
1791,1791,,,Lower Secondary or below,Islands,Home/family care,Yes,1
1792,1792,,,Lower Secondary or below,South,Inactive,Yes,0
1793,1793,,,Upper Secondary,South,Retired,Yes,0
1794,1794,,,Lower Secondary or below,North-West,Retired,Yes,50
1795,1795,,,Bachelor or above,North-West,Retired,Yes,0
1796,1796,,,Upper Secondary,Islands,Retired,Yes,1
1797,1797,In-person work,,Upper Secondary,North-East,Employed,No,5
1798,1798,,,Upper Secondary,Centre,Retired,Yes,2
1799,1799,,,Upper Secondary,North-East,Retired,Yes,0
1800,1800,,,Bachelor or above,Centre,Retired,Yes,2
1801,1801,,,Lower Secondary or below,South,Home/family care,Yes,1
1802,1802,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,50
1803,1803,,,Upper Secondary,Centre,Inactive,Yes,1
1804,1804,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,18
1805,1805,,,Upper Secondary,Centre,Retired,No,0
1806,1806,In-person work,,Upper Secondary,North-West,Employed,Yes,2
1807,1807,,,Upper Secondary,North-West,Retired,Yes,1
1808,1808,In-person work,,Bachelor or above,North-West,Employed,Yes,8
1809,1809,No work,No attendance,Upper Secondary,South,Student,No,2
1810,1810,,,Lower Secondary or below,North-West,Retired,Yes,6
1811,1811,In-person work,,Bachelor or above,Centre,Employed,Yes,1
1812,1812,Remote work,,Upper Secondary,Centre,Employed,Yes,3
1813,1813,No work,,Bachelor or above,North-East,Employed,Yes,4
1814,1814,In-person work,,Upper Secondary,Islands,Employed,Yes,8
1815,1815,,,Upper Secondary,South,Retired,Yes,1
1816,1816,In-person work,,Bachelor or above,North-West,Employed,Yes,3
1817,1817,In-person work,,Bachelor or above,South,Employed,Yes,8
1818,1818,In-person work,,Bachelor or above,North-West,Employed,Yes,1
1819,1819,In-person work,,Bachelor or above,North-East,Employed,Yes,1
1820,1820,In-person work,,Upper Secondary,South,Employed,Yes,6
1821,1821,In-person work,,Bachelor or above,North-East,Employed,Yes,8
1822,1822,In-person work,,Bachelor or above,Islands,Employed,Yes,14
1823,1823,,,Upper Secondary,Centre,Home/family care,Yes,0
1824,1824,,Remote attendance,Bachelor or above,South,Student,No,4
1825,1825,,,Upper Secondary,South,Retired,Yes,1
1826,1826,No work,,Bachelor or above,Centre,Employed,Yes,4
1827,1827,,Remote attendance,Upper Secondary,Centre,Student,Yes,3
1828,1828,In-person work,,Bachelor or above,North-East,Employed,Yes,5
1829,1829,,,Bachelor or above,North-East,Inactive,Yes,1
1830,1830,,,Lower Secondary or below,North-West,Retired,Yes,6
1831,1831,In-person work,,Bachelor or above,North-West,Employed,Yes,1
1832,1832,No work,,Bachelor or above,Islands,Employed,Yes,20
1833,1833,In-person work,,Bachelor or above,North-East,Employed,Yes,2
1834,1834,,Remote attendance,Bachelor or above,South,Student,Yes,1
1835,1835,,No attendance,Bachelor or above,North-East,Student,Yes,2
1836,1836,,,Upper Secondary,North-West,Retired,Yes,1
1837,1837,,,Bachelor or above,Centre,Retired,Yes,0
1838,1838,,,Upper Secondary,South,Inactive,Yes,1
1839,1839,In-person work,,Bachelor or above,North-West,Employed,Yes,5
1840,1840,,,Upper Secondary,North-West,Retired,Yes,1
1841,1841,,,Lower Secondary or below,North-West,Retired,Yes,3
1842,1842,,,Upper Secondary,South,Inactive,Yes,5
1843,1843,,,Upper Secondary,Islands,Inactive,Yes,3
1844,1844,Remote work,,Bachelor or above,South,Employed,Yes,3
1845,1845,In-person work,,Bachelor or above,North-West,Employed,Yes,1
1846,1846,In-person work,,Bachelor or above,North-East,Employed,Yes,30
1847,1847,,,Bachelor or above,North-West,Retired,Yes,1
1848,1848,,,Lower Secondary or below,North-West,Retired,Yes,1
1849,1849,,Remote attendance,Upper Secondary,Centre,Student,Yes,2
1850,1850,Remote work,,Bachelor or above,Centre,Employed,Yes,3
1851,1851,,,Upper Secondary,South,Retired,Yes,1
1852,1852,,,Upper Secondary,North-East,Retired,Yes,1
1853,1853,,,Upper Secondary,North-East,Retired,Yes,0
1854,1854,,,Lower Secondary or below,Centre,Retired,Yes,4
1855,1855,,,Upper Secondary,South,Retired,Yes,5
1856,1856,,,Bachelor or above,Islands,Retired,Yes,3
1857,1857,,,Bachelor or above,South,Retired,Yes,0
1858,1858,,,Upper Secondary,Centre,Retired,Yes,1
1859,1859,,,Upper Secondary,Centre,Retired,Yes,10
1860,1860,,,Upper Secondary,North-West,Retired,Yes,2
1861,1861,,,Upper Secondary,South,Retired,Yes,1
1862,1862,Remote work,,Bachelor or above,North-West,Employed,Yes,20
1863,1863,,,Upper Secondary,Centre,Home/family care,No,4
1864,1864,,,Bachelor or above,North-West,Retired,Yes,4
1865,1865,,,Upper Secondary,South,Retired,Yes,1
1866,1866,,,Upper Secondary,North-East,Retired,Yes,2
1867,1867,,,Lower Secondary or below,North-West,Retired,Yes,0
1868,1868,,,Upper Secondary,Centre,Retired,Yes,0
1869,1869,,,Lower Secondary or below,South,Retired,Yes,5
1870,1870,,,Upper Secondary,South,Retired,No,1
1871,1871,,,Bachelor or above,North-West,Retired,Yes,2
1872,1872,,,Lower Secondary or below,South,Retired,Yes,2
1873,1873,,,Lower Secondary or below,South,Retired,Yes,1
1874,1874,,,Lower Secondary or below,North-East,Retired,Yes,0
1875,1875,In-person work,,Bachelor or above,South,Employed,Yes,6
1876,1876,,,Upper Secondary,North-West,Retired,Yes,1
1877,1877,,,Bachelor or above,North-West,Retired,Yes,40
1878,1878,,,Upper Secondary,North-West,Retired,Yes,2
1879,1879,,,Bachelor or above,Centre,Retired,Yes,4
1880,1880,,,Upper Secondary,Centre,Retired,Yes,1
